Janet,Wilson,jcw4067,"""Z+Sx7Ao0Y=jqxb""",jwilson@test.psu.edu,7178793182,22387,125-165-3804,Client,"""Neque consectetur dolorem eius voluptatem quiquia.""",89008,Yellow
Jonathan,Xi,jrx4804,"""B?:^\/C2KC{@-$""",jxi@test.psu.edu,7179541641,23419,175-368-6888,Client,"""Aliquam tempora voluptatem consectetur.""",32871,Magenta
Christina,Hernandez,cih3182,"""B7Wk&W$C10:wyQ-lN[@""",chernandez@test.psu.edu,7176343281,28344,107-826-6043,Customer,"""Dolorem tempora dolore quaerat sed sit numquam.""",95054,Violet
Logan,Young,lhy9219,"""pnv/=i?V7%{s12^ruQw""",lyoung@test.psu.edu,7177825288,15963,154-863-4166,Developer,"""Ipsum neque est sed est.""",92500,White
Alice,Gonzalez,aqg3576,"""NZ9rTX?y=4ab\C#1p""",agonzalez@test.psu.edu,7176783786,32700,226-745-9468,Developer,"""Est tempora magnam sit neque tempora porro.""",-87814,Pink
Rose,Walker,ryw5779,"""!VWBe6zf$UZC=^fs3cS6""",rwalker@test.psu.edu,7171001454,31156,162-356-1389,None,"""Ipsum ipsum consectetur ipsum quaerat.""",26225,Magenta
Donna,Gonzalez,dag6199,"""Q}5rfHs?O!lrhM:Uh*P$""",dgonzalez@test.psu.edu,7172512974,22616,234-669-4653,Developer,"""Dolor dolorem ipsum non.""",94074,Green
Paul,Ramirez,psr3712,"""Z_;NI$+B;t/(u)\+!""",pramirez@test.psu.edu,7174987511,27245,254-629-9814,Client,"""Etincidunt dolorem dolorem dolor.""",69944,Black
Brandon,Thomas,bht2994,"""wjEM?KleFvv}Zkejot""",bthomas@test.psu.edu,7173619937,16295,200-314-4823,Customer,"""Numquam velit dolorem velit eius voluptatem est porro.""",20586,Pink
Larry,Harris,lih2423,""":CTkdm%c*6@J?Y[>(KH""",lharris@test.psu.edu,7173787846,35774,300-550-8764,Analyst,"""Quiquia adipisci dolor numquam est numquam velit aliquam.""",18357,Black
Sean,Sanchez,sps7828,"""NWZ+d*-:oE@rIF>eAJ""",ssanchez@test.psu.edu,7171804468,21434,155-586-5481,None,"""Numquam dolore neque aliquam sed amet neque.""",-33688,Violet
Bob,Scott,bxs2018,"""<YU<&{J)I%6o_e""",bscott@test.psu.edu,7177322300,23640,180-220-9990,Customer,"""Dolore non non quisquam quiquia ipsum dolor.""",-7692,Blue
Danielle,Lewis,dsl1926,"""X{S2G6GUVK!#Ne}N]""",dlewis@test.psu.edu,7178181420,25148,248-399-6707,Customer,"""Consectetur amet quisquam numquam etincidunt eius eius.""",45454,Magenta
Alexis,Sanchez,ans9167,""".%nRW7K.{F#RW3n""",asanchez@test.psu.edu,7175761262,37336,236-564-6977,Analyst,"""Adipisci labore quaerat amet velit ut.""",57374,Yellow
Pamela,Torres,pyt3371,"""k=1GV&_4VeB6uxG""",ptorres@test.psu.edu,7173256965,27751,291-983-6607,Other,"""Eius sit numquam magnam eius velit magnam voluptatem.""",-57998,Orange
Austin,King,ayk4967,"""&n<OwBw6HuG%obN""",aking2@pennstate.com,7176772248,12904,267-178-2919,Client,"""Aliquam quisquam amet quiquia amet eius modi neque.""",65278,White
Yi,Smith-Kline,yss3405,"""_qUPM@RWKfT*W*iP""",ysmithkline@test.psu.edu,7177012116,10970,218-257-5808,Analyst,"""Porro non quisquam tempora consectetur porro amet quisquam.""",11115,Black
Amy,Flores,avf6792,"""vN37D3+2U0)/=I}V/""",aflores@test.psu.edu,7178325541,35453,248-967-2075,Client,"""Sed non amet dolorem eius porro.""",-36318,Green
Roy,Thompson,rjt9090,"""j\(=Xd8W8ynKE;!N7E.G""",rthompson2@pennstate.com,7175342773,19635,158-940-9615,Manager,"""Etincidunt numquam dolorem amet velit sit ipsum.""",71434,Pink
Frank,Wilson,fxw8443,"""sa:D\ja^%DMy!u-#%=X""",fwilson@test.psu.edu,7171853102,15368,203-813-1998,None,"""Aliquam dolor quiquia labore.""",-32922,White
Scott,Hall,skh7630,"""Wx^^6]%BF!F@(=v""",shall@test.psu.edu,7173512691,17359,176-922-1352,Customer,"""Adipisci est voluptatem quiquia.""",17958,Black
Frank,Nguyen,fon5676,"""Vh$xD=\@Bg8HoA/ph0a""",fnguyen@test.psu.edu,7172095116,17625,233-612-2586,Manager,"""Quisquam magnam quiquia non.""",-77955,Magenta
Melissa,Lee,mul8567,"""D3Jf6<xfx2hLD%iy&$z""",mlee@test.psu.edu,7179318609,26110,234-718-8937,Developer,"""Aliquam neque tempora voluptatem.""",-89556,Orange
Quentin,King,quk6835,"""NiQUZ;hHCeZg;_UMpLi""",qking@test.psu.edu,7174534800,33879,223-842-9386,Client,"""Dolor non est ipsum non dolorem ut.""",-13661,Blue
Albert,Gonzalez,atg3532,"""KbLm;yB1i1@89:HwmE""",agonzalez2@pennstate.com,7179801140,31223,174-541-4313,client,"""Quiquia sit aliquam porro.""",45693,Indigo
David,Garcia,dng3060,"""gJK}Y{=}!70yK/2N""",dgarcia@test.psu.edu,7175444455,31517,212-129-7218,Developer,"""Porro ut dolorem eius porro.""",58032,Orange
Bruce,Campbell,bvc9307,"""]aoemfcW1;z(Iyn""",bcampbell@test.psu.edu,7171104791,20070,178-264-5935,None,"""Aliquam voluptatem labore amet magnam.""",22529,Pink
Dylan,Lee,dyl8746,"""87#Lk_yu18{IHG""",dlee@test.psu.edu,7178636571,17287,194-924-4709,None,"""Quiquia dolorem amet est tempora labore dolore quiquia.""",-34688,Orange
Jonathan,Flores,jqf6890,""".b6t&FzaXtqOLb]ak&u-""",jflores@test.psu.edu,7179165220,32549,180-622-9921,Client,"""Ut voluptatem quisquam velit dolor quisquam.""",52475,Red
Bruce,Smith,bes5130,"""zKQ/a^bJv@8@b;(""",bsmith@test.psu.edu,7172882911,28503,113-461-2976,Developer,"""Adipisci dolorem magnam non ipsum dolorem.""",-66600,Blue
Gregory,Baker,ggb1109,"""$(@(l71^[251K0WO""",gbaker@test.psu.edu,7172279283,18359,219-382-9726,Developer,"""Quiquia sit quisquam numquam ut eius adipisci neque.""",-76645,Green
Joe,Adams,joa9879,"""P7/.A)tAc51L=Sc""",jadams2@pennstate.com,7176093626,24609,205-324-5519,Manager,"""Tempora dolor non porro.""",-52813,Yellow
Karen,Williams,kbw8327,"""2\n7RQU1Is2wVNjX""",kwilliams@test.psu.edu,7171472983,15779,145-552-8287,Client,"""Voluptatem modi numquam neque voluptatem ipsum.""",-37743,Black
Adam,Smith,als3711,"""KFyj$tmHh3L*F1.d:GWO""",asmith@test.psu.edu,7173401147,17366,218-397-5243,Manager,"""Consectetur aliquam ut modi numquam quiquia dolore aliquam.""",-54784,Red
Sharon,York,suy1072,"""s@o16URYQ-e<Yh""",syork@test.psu.edu,7179873402,32791,111-510-3575,Manager,"""Quisquam numquam quisquam aliquam numquam neque magnam.""",-73399,Yellow
Linda,Smith,lis5862,"""EfdVz)%TQ[:*@+5""",lsmith@test.psu.edu,7179714256,11138,103-192-1343,Analyst,"""Sed dolorem modi sed magnam dolor ipsum quiquia.""",526,Yellow
Janet,Young,jhy3660,"""5Ye;z$!Fg}!xVm""",jyoung@test.psu.edu,7175137068,13729,233-222-9391,Developer,"""Labore neque velit quisquam dolor modi voluptatem.""",-62535,Black
Joan,Allen,jaa8588,"""la[=YkJD./DY%y.aH""",jallen@test.psu.edu,7174864670,35515,206-407-8082,Client,"""Numquam non eius porro ut.""",55955,Green
Jacob,Brown,jqb9796,"""h.8=GlvkJQ/Y]D7<""",jbrown@test.psu.edu,7175399079,21250,288-236-6398,Client,"""Quisquam labore ipsum neque dolore sit etincidunt.""",-65164,Pink
Emma,Baker,eab6280,"""-O[6D+R1@)+48jRe""",ebaker@test.psu.edu,7171019119,25724,261-436-7819,Developer,"""Dolor adipisci non labore eius dolore.""",43355,Blue
Abigail,MIller,atm2404,"""4]tEo)+o%#AkDIbv2M@""",amiller@test.psu.edu,7177247978,28856,150-619-5517,Analyst,"""Velit voluptatem sit velit velit consectetur non modi.""",-55060,Magenta
Rebecca,Xi,rbx4271,"""8]>dEEyCdtVpHM""",rxi@test.psu.edu,7176151576,28693,169-531-5179,Other,"""Magnam ut dolorem sit.""",91107,Yellow
Edward,Young,ewy7833,"""Y6y4+/(D1p$CGDcKF)C0""",eyoung@test.psu.edu,7178157101,11752,198-823-1352,Client,"""Velit modi neque consectetur amet.""",9007,Pink
Beatrice,Gardner,blg1461,"""v3rci?qw{.;bV6JF""",bgardner@test.psu.edu,7174405291,34219,250-676-2487,Other,"""Voluptatem aliquam numquam numquam.""",-88812,Violet
Ruth,Hernandez,rrh8453,"""Z.g6nyat6A?V4.5dud]A""",rhernandez@test.psu.edu,7173638075,25587,248-674-9097,Manager,"""Ut quaerat est adipisci quisquam modi quisquam.""",1012,Pink
Paul,Nguyen,pdn4252,"""[9{1MdTG4{GxzjW""",pnguyen@test.psu.edu,7171322252,15513,206-177-1565,Client,"""Numquam labore labore etincidunt aliquam magnam.""",-53739,Magenta
Russell,Jackson,raj5339,"""JicSqSWzJiUb0/}]t-""",rjackson@test.psu.edu,7177819401,33946,130-619-4936,Developer,"""Dolore velit est voluptatem dolorem.""",63668,Cyan
Janice,Robinson,jwr1442,"""FTp:hO!Q(mj(u+K""",jrobinson@test.psu.edu,7174963946,29375,229-825-7806,Customer,"""Adipisci eius velit sit dolore ipsum ut.""",-87869,Yellow
Denise,Rodriguez,dqr5229,"""zA@pPC/HYCN7GIt""",drodriguez@test.psu.edu,7176766805,36082,191-946-6995,Analyst,"""Aliquam dolor eius voluptatem.""",46,Cyan
Donald,Walker,dsw2583,"""kIqB0KiR]}UNQd""",dwalker@test.psu.edu,7179955710,16107,152-409-4446,Analyst,"""Quaerat aliquam quisquam tempora porro porro est.""",15393,Red
Teresa,Mitchell,tym4892,"""M<97w+o<RE;z%/Ug7+""",tmitchell@test.psu.edu,7176186920,20978,277-497-9931,Manager,"""Ut consectetur voluptatem quaerat amet voluptatem.""",23934,Cyan
Jason,Gonzalez,jtg4611,"""/IL*uGV>K>BKF]9Dr6""",jgonzalez@test.psu.edu,7179421055,20757,108-736-1813,Client,"""Dolor magnam tempora aliquam quaerat dolore.""",90971,Pink
Austin,Lopez,aql1382,"""4-dQCPivc@v%.tq""",alopez@test.psu.edu,7173638136,29271,173-490-3617,Developer,"""Aliquam ut dolor quaerat adipisci eius aliquam.""",-28587,White
William,Hill,wfh2603,"""6Jo()J#&UW^rB2FlkTM""",whill@test.psu.edu,7174564364,21113,179-366-7019,Other,"""Dolorem numquam labore amet amet adipisci numquam dolor.""",67885,Violet
Christian,Harris,cgh4337,"""vdpr_xUs;(cSc[tZ-Nem""",charris@test.psu.edu,7178918329,35667,169-752-1742,Developer,"""Aliquam consectetur etincidunt ut porro.""",-61335,White
Patricia,Robinson,par2437,"""SQ7>ga]Ul4>{HNq""",probinson@test.psu.edu,7173519921,27728,279-945-3470,Client,"""Etincidunt ut voluptatem dolore dolor quisquam quisquam quiquia.""",65518,Orange
Jack,Johnson,jsj9299,"""dDt.1R^r\(]u*VZzq6Z""",jjohnson@test.psu.edu,7171139869,12289,270-688-5850,None,"""Amet dolor aliquam voluptatem est quisquam aliquam porro.""",11860,Blue
Helen,Campbell,hzc1338,"""BdoOW7+j?TkkJ*XHyM}5""",hcampbell@test.psu.edu,7175461212,21463,187-477-5871,Analyst,"""Dolore eius numquam dolore non neque adipisci.""",-58985,Blue
Joshua,Hill,jgh6753,"""M^S!J2ER+.]N5F)ns@""",jhill@test.psu.edu,7174066569,12701,112-642-2851,Developer,"""Modi quiquia dolor aliquam tempora quisquam etincidunt dolore.""",21063,Indigo
Diana,Lopez,dil8513,"""mb+4kX<BPf14UV""",dlopez@test.psu.edu,7172574743,18667,110-737-9249,Analyst,"""Velit quiquia porro ut.""",-20085,Pink
Michelle,Smith-Kline,mws1152,"""?zYer}TtGf)DCf4""",msmithkline@test.psu.edu,7173528641,33313,224-812-5569,Other,"""Ut est modi quaerat dolor dolore dolor etincidunt.""",19615,Pink
Arthur,Ramirez,agr6913,"""lx)!vs:>s1u(TOf""",aramirez@test.psu.edu,7178357198,37888,233-897-9901,Developer,"""Dolore ut magnam amet.""",93967,Blue
Laura,Jones,loj7140,"""q!GgA#4}W1[B}o""",ljones@test.psu.edu,7176009565,35409,203-555-6446,None,"""Dolore voluptatem non magnam modi sit non dolorem.""",-44132,Green
Keith,Taylor,kut8787,"""?tuDJ8n\#=ds]z""",ktaylor@test.psu.edu,7179183315,17126,292-992-5625,None,"""Quisquam quiquia labore eius adipisci numquam.""",42755,Green
Louis,Flores,ldf3044,"""e#;3aIg<nn*zkP}Dr^@d""",lflores@test.psu.edu,7172272425,14223,227-899-5970,Client,"""Neque dolore eius ipsum amet numquam est labore.""",-85558,Magenta
Elijah,Hill,eah2236,"""N/dx0NSQgJu:cN:r""",ehill@test.psu.edu,7174945285,24634,162-539-2725,Manager,"""Aliquam adipisci aliquam modi.""",31228,Cyan
Timothy,Lane,tyl8583,"""shC^$zJ4JPkKAL-""",tlane@test.psu.edu,7178604070,12322,143-305-8638,Manager,"""Labore numquam labore consectetur quaerat consectetur quaerat ipsum.""",42201,Black
Susan,Martin,sqm1375,"""cg\wR8EcU>6C#l;n8(""",smartin2@pennstate.com,7177111769,27390,101-789-4716,Other,"""Etincidunt voluptatem quiquia adipisci quisquam.""",-75739,Violet
Carl,Green,ctg7277,"""\}[U7.8uTmrv&ftmJF""",cgreen@test.psu.edu,7179991281,24179,292-590-7078,Analyst,"""Porro aliquam dolor ipsum.""",8396,Pink
Jose,Williams,jcw3900,"""uvpo/5F&5@?:g!C\$N""",jwilliams@test.psu.edu,7178819997,36281,138-500-4980,None,"""Ut est aliquam quiquia magnam adipisci.""",-3963,Yellow
Nancy,Baker,nrb2866,"""OYph5-QLe=Eu+l?Q%kL+""",nbaker@test.psu.edu,7177696558,22844,252-364-7673,Customer,"""Porro ut velit quisquam modi tempora amet.""",-87542,Magenta
